hovered,lowered,lowered_actual_tcp,lowered_target_tcp
"0.0000, 0.0967, 0.0838, 0.4146, 0.4512, 0.0752, 0.4168, 0.0000, 0.0000, 0.4705, 0.3588, 0.1096, 0.0924, 0.1332, 0.1762, 0.0000, 0.0000, 0.0000, 0.0902, 0.4576, 0.4318, 0.0666, 0.7455, 0.4404, 0.0000, 0.0000, 0.4791, 0.1633, 0.2213, 0.2857, 0.1762, 0.0988, 0.2234, 0.0000, 0.0000, 0.7219, 0.7068, 0.1482, 0.7391, 0.6939, 0.1525, 0.0000, 0.0000, 0.1289, 0.1117, 0.2127, 0.3395, 0.1418, 0.2148, 0.2986, 0.0000, 0.0000, 0.4555, 0.1096, 0.4920, 0.6617, 0.2965, 0.5371, 0.0000, 0.0000, 0.3266, 0.3910, 0.1568, 0.0924, 0.1934, 0.0881, 0.0988, 0.0000, 0.0000, 0.0795, 0.7391, 0.6896, 0.1719, 0.7283, 0.6703, 0.0000, 0.0000, 0.3566, 0.2535, 0.1633, 0.1805, 0.1053, 0.0945, 0.3889, 0.0000, 0.0000, 0.4834, 0.4855, 0.1418, 0.4748, 0.5049, 0.1182, 0.0000, 0.0000, 0.1719, 0.0602, 0.1182, 0.0623, 0.0559, 0.2986, 0.3523, 0.0000, 0.0000, 0.3309, 0.0730, 0.3180, 0.3266, 0.0602, 0.0473, 0.0000, 0.0000, 0.0537, 0.1762, 0.0902, 0.0967, 0.7326, 0.7047, 0.1461, 0.0000, 0.0000, 0.1375, 0.7391, 0.6918, 0.1568, 0.1246, 0.2084, 0.0000, 0.0000, 0.0000, 0.0945, 0.0795, 0.4189, 0.4447, 0.0795, 0.4125, 0.0000, 0.0000, 0.4619, 0.3609, 0.1117, 0.0924, 0.1332, 0.1762, 0.0000, 0.0000, 0.0000, 0.0902, 0.4533, 0.4297, 0.0666, 0.7455, 0.4383, 0.0000, 0.0000, 0.4705, 0.1611, 0.2213, 0.2857, 0.1740, 0.0988, 0.2256, 0.0000, 0.0000, 0.7305, 0.7025, 0.1482, 0.7369, 0.6982, 0.1482, 0.0000, 0.0000, 0.1289, 0.1139, 0.2191, 0.3416, 0.1504, 0.2170, 0.3008, 0.0000, 0.0000, 0.4598, 0.1117, 0.4963, 0.6682, 0.3008, 0.5521, 0.0000, 0.0000, 0.3266, 0.3953, 0.1590, 0.0924, 0.1955, 0.0881, 0.0988, 0.0000, 0.0000, 0.0795, 0.7369, 0.7004, 0.1697, 0.7305, 0.6811, 0.0000, 0.0000, 0.3738, 0.2621, 0.1676, 0.1869, 0.1074, 0.0945, 0.3867, 0.0000, 0.0000, 0.4834, 0.4963, 0.1439, 0.4791, 0.5092, 0.1225, 0.0000, 0.0000, 0.1740, 0.0602, 0.1182, 0.0602, 0.0537, 0.3072, 0.3588, 0.0000, 0.0000, 0.3416, 0.0816, 0.3201, 0.3330, 0.0602, 0.0473, 0.0000, 0.0000, 0.0559, 0.1783, 0.0902, 0.0945, 0.7326, 0.7090, 0.1525, 0.0000, 0.0000, 0.1396, 0.7369, 0.6896, 0.1590, 0.1246, 0.2105, 0.0000, 0.0000,","0.0000, 0.1010, 0.0838, 0.4404, 0.4146, 0.0945, 0.4039, 0.0000, 0.0000, 0.4512, 0.3781, 0.1096, 0.0902, 0.1332, 0.1783, 0.0000, 0.0000, 0.0000, 0.0902, 0.6123, 0.6059, 0.0666, 0.6295, 0.4168, 0.0000, 0.0000, 0.4898, 0.1633, 0.2234, 0.2814, 0.1783, 0.0988, 0.2256, 0.0000, 0.0000, 0.7348, 0.6961, 0.1719, 0.7305, 0.7090, 0.1482, 0.0000, 0.0000, 0.1268, 0.1096, 0.2213, 0.3523, 0.1482, 0.2170, 0.2986, 0.0000, 0.0000, 0.5135, 0.1203, 0.4727, 0.6682, 0.2965, 0.5350, 0.0000, 0.0000, 0.3266, 0.3910, 0.1611, 0.0902, 0.2041, 0.0881, 0.0945, 0.0000, 0.0000, 0.0838, 0.7348, 0.7047, 0.1633, 0.7326, 0.6768, 0.0000, 0.0000, 0.3760, 0.2707, 0.1826, 0.1891, 0.1074, 0.0945, 0.4469, 0.0000, 0.0000, 0.4619, 0.4877, 0.1311, 0.4770, 0.4941, 0.1182, 0.0000, 0.0000, 0.1719, 0.0580, 0.1139, 0.0602, 0.0559, 0.3545, 0.3566, 0.0000, 0.0000, 0.2707, 0.0623, 0.3072, 0.2986, 0.0494, 0.0408, 0.0000, 0.0000, 0.0494, 0.1762, 0.0838, 0.0924, 0.7369, 0.6875, 0.1654, 0.0000, 0.0000, 0.1311, 0.7348, 0.6725, 0.1633, 0.1246, 0.1955, 0.0000, 0.0000, 0.0000, 0.0945, 0.0795, 0.4361, 0.4189, 0.0945, 0.3975, 0.0000, 0.0000, 0.4469, 0.3738, 0.1031, 0.0881, 0.1332, 0.1762, 0.0000, 0.0000, 0.0000, 0.0902, 0.6037, 0.5994, 0.0687, 0.6188, 0.4061, 0.0000, 0.0000, 0.4662, 0.1633, 0.2234, 0.2814, 0.1740, 0.0988, 0.2256, 0.0000, 0.0000, 0.7369, 0.7025, 0.1805, 0.7262, 0.7025, 0.1482, 0.0000, 0.0000, 0.1268, 0.1139, 0.2191, 0.3502, 0.1482, 0.2170, 0.2986, 0.0000, 0.0000, 0.5135, 0.1160, 0.4748, 0.6703, 0.2986, 0.5457, 0.0000, 0.0000, 0.3244, 0.3910, 0.1590, 0.0924, 0.2020, 0.0902, 0.0967, 0.0000, 0.0000, 0.0838, 0.7305, 0.7004, 0.1633, 0.7369, 0.6875, 0.0000, 0.0000, 0.3975, 0.2814, 0.1783, 0.1891, 0.1074, 0.0967, 0.4512, 0.0000, 0.0000, 0.4662, 0.4920, 0.1332, 0.4791, 0.5006, 0.1225, 0.0000, 0.0000, 0.1762, 0.0559, 0.1160, 0.0580, 0.0537, 0.3781, 0.3695, 0.0000, 0.0000, 0.2879, 0.0752, 0.3223, 0.3459, 0.0645, 0.0451, 0.0000, 0.0000, 0.0494, 0.1762, 0.0881, 0.0945, 0.7326, 0.6896, 0.1676, 0.0000, 0.0000, 0.1375, 0.7348, 0.6596, 0.1547, 0.1246, 0.1955, 0.0000, 0.0000,","[-0.02512688848040081,-0.5087474345666367,0.202011897679241,0.5231821813983166,-1.3956096196970849,0.663648644414695]","[-0.025102082699301705,-0.5087439763605146,0.20205265106286965,0.5231091768917556,-1.3956604001969835,0.6637541172749711]"
"0.0000, 0.1010, 0.0838, 0.4232, 0.4469, 0.0859, 0.3996, 0.0000, 0.0000, 0.4533, 0.3072, 0.1117, 0.0881, 0.1311, 0.1805, 0.0000, 0.0000, 0.0000, 0.0945, 0.4791, 0.4404, 0.0666, 0.7756, 0.4813, 0.0000, 0.0000, 0.4963, 0.1590, 0.2148, 0.2814, 0.1869, 0.1010, 0.2320, 0.0000, 0.0000, 0.7283, 0.7004, 0.1590, 0.7369, 0.6939, 0.1525, 0.0000, 0.0000, 0.1311, 0.1160, 0.2406, 0.3695, 0.1504, 0.2277, 0.3137, 0.0000, 0.0000, 0.4877, 0.1160, 0.4877, 0.6488, 0.2986, 0.5908, 0.0000, 0.0000, 0.3266, 0.3889, 0.1611, 0.0902, 0.2041, 0.0945, 0.0945, 0.0000, 0.0000, 0.0795, 0.7412, 0.6961, 0.1697, 0.7283, 0.6811, 0.0000, 0.0000, 0.3953, 0.2750, 0.1783, 0.1912, 0.1074, 0.0945, 0.4039, 0.0000, 0.0000, 0.4426, 0.4662, 0.1482, 0.4748, 0.4963, 0.1203, 0.0000, 0.0000, 0.1762, 0.0580, 0.1182, 0.0623, 0.0559, 0.3137, 0.3416, 0.0000, 0.0000, 0.2922, 0.1074, 0.2020, 0.2707, 0.0902, 0.0451, 0.0000, 0.0000, 0.0537, 0.1848, 0.0924, 0.0945, 0.7369, 0.7025, 0.1525, 0.0000, 0.0000, 0.1396, 0.7391, 0.6875, 0.1547, 0.1246, 0.2277, 0.0000, 0.0000, 0.0000, 0.0967, 0.0838, 0.4275, 0.4447, 0.0795, 0.3975, 0.0000, 0.0000, 0.4404, 0.3137, 0.1117, 0.0859, 0.1311, 0.1826, 0.0000, 0.0000, 0.0000, 0.0988, 0.4705, 0.4361, 0.0687, 0.7627, 0.4684, 0.0000, 0.0000, 0.4898, 0.1568, 0.2148, 0.2814, 0.1848, 0.0988, 0.2342, 0.0000, 0.0000, 0.7326, 0.7068, 0.1590, 0.7348, 0.6939, 0.1461, 0.0000, 0.0000, 0.1289, 0.1139, 0.2385, 0.3588, 0.1568, 0.2299, 0.3115, 0.0000, 0.0000, 0.4705, 0.1139, 0.4920, 0.6359, 0.3008, 0.6059, 0.0000, 0.0000, 0.3223, 0.3889, 0.1590, 0.0902, 0.2020, 0.0902, 0.0945, 0.0000, 0.0000, 0.0816, 0.7348, 0.6918, 0.1676, 0.7348, 0.6854, 0.0000, 0.0000, 0.3932, 0.2771, 0.1719, 0.1912, 0.1074, 0.0924, 0.4039, 0.0000, 0.0000, 0.4447, 0.4748, 0.1461, 0.4748, 0.4984, 0.1225, 0.0000, 0.0000, 0.1762, 0.0537, 0.1182, 0.0602, 0.0537, 0.3244, 0.3502, 0.0000, 0.0000, 0.2879, 0.1096, 0.2020, 0.2814, 0.0838, 0.0430, 0.0000, 0.0000, 0.0451, 0.1848, 0.0902, 0.0924, 0.7326, 0.7068, 0.1611, 0.0000, 0.0000, 0.1375, 0.7305, 0.6832, 0.1525, 0.1246, 0.2320, 0.0000, 0.0000,","0.0000, 0.1031, 0.0838, 0.4404, 0.4232, 0.0902, 0.4104, 0.0000, 0.0000, 0.4469, 0.3395, 0.1139, 0.0881, 0.1354, 0.1869, 0.0000, 0.0000, 0.0000, 0.0967, 0.5672, 0.5371, 0.0645, 0.6660, 0.4297, 0.0000, 0.0000, 0.4898, 0.1590, 0.2170, 0.2814, 0.1891, 0.1010, 0.2277, 0.0000, 0.0000, 0.7305, 0.7004, 0.1783, 0.7348, 0.6982, 0.1525, 0.0000, 0.0000, 0.1311, 0.1160, 0.2492, 0.3803, 0.1504, 0.2277, 0.3137, 0.0000, 0.0000, 0.5135, 0.1182, 0.4920, 0.6811, 0.2965, 0.5736, 0.0000, 0.0000, 0.3266, 0.3889, 0.1654, 0.0924, 0.2041, 0.0924, 0.0967, 0.0000, 0.0000, 0.0859, 0.7412, 0.6961, 0.1676, 0.7262, 0.6832, 0.0000, 0.0000, 0.4146, 0.3029, 0.1869, 0.1891, 0.1096, 0.0945, 0.4490, 0.0000, 0.0000, 0.4641, 0.4877, 0.1418, 0.4813, 0.4984, 0.1182, 0.0000, 0.0000, 0.1805, 0.0602, 0.1182, 0.0623, 0.0537, 0.3523, 0.3201, 0.0000, 0.0000, 0.3029, 0.0859, 0.2320, 0.2686, 0.0859, 0.0430, 0.0000, 0.0000, 0.0516, 0.1805, 0.0924, 0.0945, 0.7391, 0.6939, 0.1697, 0.0000, 0.0000, 0.1375, 0.7391, 0.6896, 0.1590, 0.1268, 0.2277, 0.0000, 0.0000, 0.0000, 0.0988, 0.0859, 0.4404, 0.4232, 0.0924, 0.4104, 0.0000, 0.0000, 0.4383, 0.3437, 0.1074, 0.0859, 0.1332, 0.1848, 0.0000, 0.0000, 0.0000, 0.0967, 0.5607, 0.5328, 0.0687, 0.6746, 0.4297, 0.0000, 0.0000, 0.4834, 0.1568, 0.2148, 0.2814, 0.1848, 0.1010, 0.2299, 0.0000, 0.0000, 0.7348, 0.6982, 0.1805, 0.7348, 0.6982, 0.1482, 0.0000, 0.0000, 0.1311, 0.1117, 0.2406, 0.3717, 0.1568, 0.2277, 0.3137, 0.0000, 0.0000, 0.5156, 0.1225, 0.4920, 0.6768, 0.2986, 0.5887, 0.0000, 0.0000, 0.3244, 0.3867, 0.1611, 0.0902, 0.2020, 0.0924, 0.0967, 0.0000, 0.0000, 0.0838, 0.7369, 0.6961, 0.1654, 0.7348, 0.6832, 0.0000, 0.0000, 0.4082, 0.2986, 0.1805, 0.1891, 0.1096, 0.0945, 0.4469, 0.0000, 0.0000, 0.4598, 0.4898, 0.1396, 0.4791, 0.4984, 0.1203, 0.0000, 0.0000, 0.1805, 0.0559, 0.1160, 0.0602, 0.0580, 0.3652, 0.3223, 0.0000, 0.0000, 0.3029, 0.0881, 0.2277, 0.2750, 0.0795, 0.0430, 0.0000, 0.0000, 0.0473, 0.1783, 0.0924, 0.0967, 0.7391, 0.7004, 0.1826, 0.0000, 0.0000, 0.1375, 0.7326, 0.6854, 0.1547, 0.1246, 0.2320, 0.0000, 0.0000,","[-0.026088099173051688,-0.5052544113082276,0.2002104687174223,0.30528294264221,-1.4692330438590795,0.9273301603710579]","[-0.026093153342135113,-0.5052404336262173,0.20018327396420235,0.3052720034761605,-1.4692673518732828,0.9273455598403761]"
"0.0000, 0.1053, 0.0816, 0.4211, 0.3781, 0.1096, 0.3824, 0.0000, 0.0000, 0.4641, 0.3158, 0.1139, 0.0881, 0.1375, 0.1912, 0.0000, 0.0000, 0.0000, 0.0945, 0.6596, 0.6252, 0.0752, 0.8314, 0.5092, 0.0000, 0.0000, 0.4941, 0.1590, 0.2191, 0.2857, 0.1998, 0.1053, 0.2342, 0.0000, 0.0000, 0.7412, 0.6982, 0.1848, 0.7305, 0.6918, 0.1482, 0.0000, 0.0000, 0.1332, 0.1160, 0.2750, 0.3953, 0.1504, 0.2299, 0.3029, 0.0000, 0.0000, 0.5221, 0.1268, 0.4727, 0.6295, 0.2900, 0.5930, 0.0000, 0.0000, 0.3008, 0.3738, 0.1697, 0.0924, 0.2148, 0.0902, 0.0902, 0.0000, 0.0000, 0.0859, 0.7369, 0.6918, 0.1633, 0.7348, 0.6832, 0.0000, 0.0000, 0.4426, 0.3266, 0.1891, 0.1934, 0.1096, 0.0881, 0.4662, 0.0000, 0.0000, 0.4297, 0.4404, 0.1504, 0.4791, 0.4963, 0.1203, 0.0000, 0.0000, 0.1891, 0.0580, 0.1203, 0.0623, 0.0516, 0.3889, 0.2471, 0.0000, 0.0000, 0.2041, 0.1225, 0.1482, 0.2643, 0.0902, 0.0408, 0.0000, 0.0000, 0.0473, 0.1869, 0.0945, 0.0924, 0.7391, 0.6961, 0.1762, 0.0000, 0.0000, 0.1375, 0.7326, 0.6768, 0.1461, 0.1246, 0.2535, 0.0000, 0.0000, 0.0000, 0.0988, 0.0816, 0.4275, 0.3996, 0.1074, 0.3846, 0.0000, 0.0000, 0.4533, 0.3158, 0.1160, 0.0881, 0.1375, 0.1912, 0.0000, 0.0000, 0.0000, 0.0967, 0.6252, 0.5887, 0.0730, 0.8207, 0.4941, 0.0000, 0.0000, 0.4855, 0.1611, 0.2191, 0.2857, 0.1977, 0.1031, 0.2363, 0.0000, 0.0000, 0.7391, 0.7068, 0.1977, 0.7305, 0.6854, 0.1439, 0.0000, 0.0000, 0.1289, 0.1139, 0.2664, 0.3867, 0.1525, 0.2299, 0.3008, 0.0000, 0.0000, 0.5199, 0.1225, 0.4705, 0.6338, 0.2965, 0.5973, 0.0000, 0.0000, 0.3008, 0.3717, 0.1697, 0.0924, 0.2105, 0.0902, 0.0902, 0.0000, 0.0000, 0.0859, 0.7348, 0.6854, 0.1654, 0.7348, 0.6918, 0.0000, 0.0000, 0.4490, 0.3180, 0.1848, 0.1912, 0.1096, 0.0902, 0.4641, 0.0000, 0.0000, 0.4318, 0.4340, 0.1504, 0.4791, 0.4963, 0.1225, 0.0000, 0.0000, 0.1869, 0.0580, 0.1203, 0.0623, 0.0537, 0.3889, 0.2535, 0.0000, 0.0000, 0.2084, 0.1246, 0.1504, 0.2643, 0.0924, 0.0451, 0.0000, 0.0000, 0.0473, 0.1869, 0.0945, 0.0924, 0.7369, 0.6918, 0.1740, 0.0000, 0.0000, 0.1354, 0.7369, 0.6703, 0.1461, 0.1246, 0.2600, 0.0000, 0.0000,","0.0000, 0.1031, 0.0902, 0.0645, 0.0602, 0.0537, 0.4168, 0.0000, 0.0000, 0.4684, 0.3137, 0.1074, 0.0881, 0.1354, 0.1826, 0.0000, 0.0000, 0.0000, 0.0988, 0.0902, 0.0666, 0.0687, 0.8186, 0.4813, 0.0000, 0.0000, 0.4898, 0.1611, 0.2234, 0.2857, 0.1869, 0.1053, 0.2342, 0.0000, 0.0000, 0.0859, 0.0773, 0.0838, 0.7369, 0.6854, 0.1418, 0.0000, 0.0000, 0.1246, 0.1117, 0.2514, 0.3760, 0.1525, 0.2449, 0.3437, 0.0000, 0.0000, 0.1568, 0.1203, 0.5156, 0.6295, 0.3223, 0.5586, 0.0000, 0.0000, 0.3502, 0.4168, 0.1697, 0.1074, 0.1268, 0.1354, 0.1117, 0.0000, 0.0000, 0.1525, 0.1439, 0.6896, 0.1654, 0.5822, 0.6811, 0.0000, 0.0000, 0.3889, 0.0924, 0.0730, 0.0709, 0.0752, 0.0473, 0.1160, 0.0000, 0.0000, 0.0773, 0.3996, 0.0838, 0.3437, 0.4168, 0.0945, 0.0000, 0.0000, 0.0988, 0.0559, 0.0687, 0.0473, 0.0451, 0.0516, 0.0645, 0.0000, 0.0000, 0.2105, 0.0602, 0.2084, 0.2170, 0.0451, 0.0408, 0.0000, 0.0000, 0.0473, 0.1783, 0.0881, 0.1031, 0.0795, 0.0795, 0.0752, 0.0000, 0.0000, 0.1418, 0.7348, 0.6875, 0.1568, 0.1246, 0.2277, 0.0000, 0.0000, 0.0000, 0.0988, 0.0902, 0.0645, 0.0602, 0.0516, 0.4039, 0.0000, 0.0000, 0.4705, 0.3223, 0.1117, 0.0881, 0.1354, 0.1805, 0.0000, 0.0000, 0.0000, 0.1010, 0.0924, 0.0666, 0.0645, 0.7863, 0.4555, 0.0000, 0.0000, 0.4662, 0.1633, 0.2234, 0.2857, 0.1826, 0.1053, 0.2363, 0.0000, 0.0000, 0.0859, 0.0752, 0.0838, 0.7391, 0.6789, 0.1418, 0.0000, 0.0000, 0.1246, 0.1139, 0.2428, 0.3695, 0.1525, 0.2428, 0.3437, 0.0000, 0.0000, 0.1568, 0.1203, 0.5135, 0.6402, 0.3201, 0.5844, 0.0000, 0.0000, 0.3523, 0.4168, 0.1676, 0.1053, 0.1246, 0.1332, 0.1117, 0.0000, 0.0000, 0.1547, 0.1461, 0.6854, 0.1676, 0.5801, 0.6768, 0.0000, 0.0000, 0.3910, 0.0902, 0.0709, 0.0709, 0.0773, 0.0494, 0.1160, 0.0000, 0.0000, 0.0752, 0.4018, 0.0838, 0.3459, 0.4168, 0.0967, 0.0000, 0.0000, 0.1010, 0.0580, 0.0709, 0.0516, 0.0451, 0.0494, 0.0623, 0.0000, 0.0000, 0.2213, 0.0559, 0.2084, 0.2170, 0.0537, 0.0451, 0.0000, 0.0000, 0.0473, 0.1826, 0.0881, 0.1010, 0.0752, 0.0730, 0.0730, 0.0000, 0.0000, 0.1396, 0.7348, 0.6832, 0.1525, 0.1225, 0.2342, 0.0000, 0.0000,","[-0.023026158960736037,-0.5151556533041625,0.2117020882076176,0.5076347259441396,-1.1720117685513258,0.7850202756049116]","[-0.023025333417230454,-0.5151488569597986,0.2117327875588101,0.5076052732731895,-1.1719652793353,0.7850632146990187]"
"0.0000, 0.1031, 0.0838, 0.3996, 0.4361, 0.0752, 0.4168, 0.0000, 0.0000, 0.4855, 0.4146, 0.0988, 0.0967, 0.1396, 0.1633, 0.0000, 0.0000, 0.0000, 0.0881, 0.4533, 0.4232, 0.0687, 0.7842, 0.4426, 0.0000, 0.0000, 0.4211, 0.1654, 0.2256, 0.3072, 0.1654, 0.1074, 0.2148, 0.0000, 0.0000, 0.7305, 0.7197, 0.1504, 0.7326, 0.6854, 0.1461, 0.0000, 0.0000, 0.1268, 0.1139, 0.1805, 0.2922, 0.1332, 0.2213, 0.3137, 0.0000, 0.0000, 0.4533, 0.1160, 0.5006, 0.6617, 0.3029, 0.4984, 0.0000, 0.0000, 0.3223, 0.3953, 0.1504, 0.0967, 0.1869, 0.0902, 0.0967, 0.0000, 0.0000, 0.0795, 0.7391, 0.6832, 0.1633, 0.7348, 0.6961, 0.0000, 0.0000, 0.3480, 0.2256, 0.1611, 0.1848, 0.1139, 0.0967, 0.3867, 0.0000, 0.0000, 0.4963, 0.5049, 0.1375, 0.4727, 0.5070, 0.1246, 0.0000, 0.0000, 0.1611, 0.0623, 0.1117, 0.0666, 0.0580, 0.2750, 0.3373, 0.0000, 0.0000, 0.3201, 0.0687, 0.2729, 0.2707, 0.0430, 0.0516, 0.0000, 0.0000, 0.0580, 0.1719, 0.0902, 0.0924, 0.7283, 0.7090, 0.1525, 0.0000, 0.0000, 0.1332, 0.7369, 0.6746, 0.1525, 0.1225, 0.1740, 0.0000, 0.0000, 0.0000, 0.1010, 0.0838, 0.3953, 0.4318, 0.0752, 0.4189, 0.0000, 0.0000, 0.4877, 0.4125, 0.0988, 0.0945, 0.1396, 0.1633, 0.0000, 0.0000, 0.0000, 0.0902, 0.4404, 0.4104, 0.0709, 0.7670, 0.4254, 0.0000, 0.0000, 0.4104, 0.1654, 0.2234, 0.3072, 0.1633, 0.1096, 0.2127, 0.0000, 0.0000, 0.7283, 0.7154, 0.1482, 0.7369, 0.6832, 0.1482, 0.0000, 0.0000, 0.1268, 0.1117, 0.1783, 0.2922, 0.1354, 0.2213, 0.3115, 0.0000, 0.0000, 0.4469, 0.1182, 0.5027, 0.6660, 0.3008, 0.5070, 0.0000, 0.0000, 0.3244, 0.3932, 0.1525, 0.0967, 0.1869, 0.0924, 0.0988, 0.0000, 0.0000, 0.0795, 0.7412, 0.6896, 0.1633, 0.7305, 0.6939, 0.0000, 0.0000, 0.3502, 0.2277, 0.1568, 0.1848, 0.1139, 0.0967, 0.3889, 0.0000, 0.0000, 0.5006, 0.5049, 0.1396, 0.4727, 0.5092, 0.1246, 0.0000, 0.0000, 0.1611, 0.0623, 0.1139, 0.0687, 0.0580, 0.2729, 0.3437, 0.0000, 0.0000, 0.3201, 0.0666, 0.2729, 0.2664, 0.0473, 0.0516, 0.0000, 0.0000, 0.0580, 0.1740, 0.0881, 0.0924, 0.7262, 0.7004, 0.1439, 0.0000, 0.0000, 0.1289, 0.7412, 0.6832, 0.1525, 0.1225, 0.1783, 0.0000, 0.0000,","0.0000, 0.1031, 0.0838, 0.4426, 0.4490, 0.0902, 0.4125, 0.0000, 0.0000, 0.4920, 0.4168, 0.0988, 0.0967, 0.1418, 0.1654, 0.0000, 0.0000, 0.0000, 0.0902, 0.5758, 0.5586, 0.0666, 0.8400, 0.4662, 0.0000, 0.0000, 0.4168, 0.1676, 0.2277, 0.3094, 0.1654, 0.1074, 0.2148, 0.0000, 0.0000, 0.7326, 0.7133, 0.1805, 0.7326, 0.6832, 0.1482, 0.0000, 0.0000, 0.1268, 0.1117, 0.1783, 0.2922, 0.1354, 0.2191, 0.3137, 0.0000, 0.0000, 0.5113, 0.1203, 0.4963, 0.6467, 0.3051, 0.4941, 0.0000, 0.0000, 0.3244, 0.3932, 0.1504, 0.0945, 0.1934, 0.0902, 0.0967, 0.0000, 0.0000, 0.0859, 0.7369, 0.6811, 0.1590, 0.7348, 0.6939, 0.0000, 0.0000, 0.3545, 0.2320, 0.1740, 0.1869, 0.1139, 0.0988, 0.4533, 0.0000, 0.0000, 0.4877, 0.4898, 0.1396, 0.4727, 0.5049, 0.1289, 0.0000, 0.0000, 0.1633, 0.0623, 0.1139, 0.0645, 0.0537, 0.3287, 0.3781, 0.0000, 0.0000, 0.3029, 0.0773, 0.2557, 0.2621, 0.0430, 0.0494, 0.0000, 0.0000, 0.0580, 0.1740, 0.0924, 0.0945, 0.7348, 0.7025, 0.1805, 0.0000, 0.0000, 0.1289, 0.7369, 0.6725, 0.1525, 0.1225, 0.1719, 0.0000, 0.0000, 0.0000, 0.1010, 0.0838, 0.4404, 0.4533, 0.0881, 0.4061, 0.0000, 0.0000, 0.4963, 0.4104, 0.0988, 0.0967, 0.1418, 0.1633, 0.0000, 0.0000, 0.0000, 0.0902, 0.5457, 0.5242, 0.0709, 0.8572, 0.4598, 0.0000, 0.0000, 0.4039, 0.1676, 0.2256, 0.3094, 0.1654, 0.1074, 0.2170, 0.0000, 0.0000, 0.7326, 0.7111, 0.1762, 0.7326, 0.6811, 0.1482, 0.0000, 0.0000, 0.1268, 0.1096, 0.1740, 0.2879, 0.1396, 0.2213, 0.3115, 0.0000, 0.0000, 0.5092, 0.1225, 0.4898, 0.6252, 0.3051, 0.5070, 0.0000, 0.0000, 0.3223, 0.3932, 0.1504, 0.0945, 0.1912, 0.0902, 0.0945, 0.0000, 0.0000, 0.0816, 0.7369, 0.6789, 0.1611, 0.7348, 0.6939, 0.0000, 0.0000, 0.3545, 0.2320, 0.1676, 0.1869, 0.1139, 0.0967, 0.4469, 0.0000, 0.0000, 0.4834, 0.4855, 0.1396, 0.4727, 0.5070, 0.1289, 0.0000, 0.0000, 0.1633, 0.0666, 0.1160, 0.0645, 0.0537, 0.2793, 0.3760, 0.0000, 0.0000, 0.2965, 0.0795, 0.2299, 0.2320, 0.0365, 0.0473, 0.0000, 0.0000, 0.0537, 0.1719, 0.0881, 0.0945, 0.7305, 0.6896, 0.1654, 0.0000, 0.0000, 0.1289, 0.7369, 0.6596, 0.1568, 0.1246, 0.1719, 0.0000, 0.0000,","[-0.021925623070919727,-0.5326576753267066,0.19868251483501767,0.7357102366974114,-1.5475356752991927,1.2078627100202324]","[-0.021880954586976076,-0.5326649378208272,0.19867032168075927,0.735822262721351,-1.5475069000145047,1.207941689387218]"
